Bern_flow,Bern_temperature,BER_ff,BER_qnh,BER_rh,BER_rr,BER_ss,BER_td,BER_tt,brienz_flow,brienz_temperature,interlaken_flow,interlaken_temperature,thun_flow,thun_temperature,hagneck_flow,hagneck_temperature,biel_flow,biel_temperature,THU_ff,THU_qnh,THU_rh,THU_rr,THU_ss,THU_td,THU_tt,INT_ff,INT_qnh,INT_rh,INT_rr,INT_ss,INT_td,INT_tt,BRZ_ff,BRZ_qnh,BRZ_rr,BAN_ff_tow,BAN_rh_tow,BAN_ss,BAN_td_tow,BAN_tt_tow,MSK_ff_tow,MSK_rh_tow,MSK_ss,MSK_td_tow,MSK_tt_tow
93,9.14,7.2,1015,94,0,0,0.6,1.5,18,4.84,40,8.93,80,9.89,116,10.1,301,9.52,1.8,1014.8,95,0,0,1.8,2.5,3.6,1015,93,0,0,1.6,2.7,7.2,1015.3,0,15.1,49.4,0,-5.9,3.7,18,96.8,0,0.4,0.8
93,9.14,9.4,1014.8,94,0,0,0.7,1.5,18,4.79,40,8.93,80,9.9,118,10.1,302,9.52,1.8,1014.5,97,0,0,2,2.5,4,1014.8,94,0,0,1.7,2.5,8.6,1014.8,0,13.7,48.6,0,-6,3.8,19.8,96.7,0,0.2,0.7
93,9.14,14,1014.5,93,0,0,0.5,1.5,18,4.78,40,8.93,80,9.9,116,10.1,301,9.51,0.7,1014.2,97,0,0,1.9,2.4,3.6,1014.4,95,0,0,1.8,2.6,9,1014.8,0,11.5,55.5,0,-4.8,3.2,23,96.8,0,0.3,0.7
92,9.14,15.8,1014.2,94,0,0,0.6,1.5,18,4.81,40,8.93,80,9.9,117,10.1,303,9.51,0.4,1013.9,96,0,0,1.9,2.5,7.2,1014,89,0,0,1.4,3,8.6,1014.4,0,10.8,38,0,-8.3,4.8,23.8,96.9,0,0.5,0.9
92,9.13,14,1014.1,95,0,0,0.8,1.5,18,4.84,40,8.93,80,9.9,117,10.09,301,9.51,2.2,1013.6,95,0,0,1.8,2.5,6.1,1013.7,88,0,0,1.4,3.1,9.7,1013.7,0,8.6,53.7,0,-5.3,3.2,22,96.9,0,0.5,0.9
92,9.13,16.6,1014.1,93,0,0,0.5,1.5,18,4.85,40,8.93,80,9.9,117,10.09,301,9.51,3.2,1013.6,95,0,0,1.8,2.5,5.4,1013.6,89,0,0,1.5,3.2,6.1,1013.3,0,5,47.8,0,-6.4,3.6,22,96.9,0,0.6,1
92,9.13,16.2,1013.9,92,0,0,0.2,1.3,17,4.84,40,8.93,80,9.9,117,10.1,301,9.51,2.9,1013.5,95,0,0,1.8,2.5,9,1013.4,89,0,0,1.1,2.8,3.6,1013,0,3.2,66,0,-3.8,1.9,22,96.5,0,0.5,1
92,9.12,17.6,1013.8,93,0,0,0,1.1,17,4.84,40,8.92,80,9.9,117,10.09,301,9.51,3.2,1013.4,95,0,0,1.8,2.5,8.6,1013.2,87,0,0,1,2.9,1.8,1012.8,0,4.7,69.9,0,-3.3,1.6,21.6,96.3,0,0.4,0.9
92,9.12,14.8,1013.6,93,0,0,0.1,1.1,16,4.86,40,8.91,80,9.9,117,10.09,300,9.51,3.2,1013.2,95,0,0,1.6,2.3,8.6,1012.9,88,0,0,0.8,2.6,4.7,1012.8,0,6.5,62.6,0,-4.2,2.2,21.6,96.3,0,0.3,0.8
92,9.12,12.6,1013.6,94,0,0,0.2,1.1,15,4.84,40,8.92,80,9.9,116,10.07,301,9.51,5.8,1013.2,96,0,0,1.7,2.2,4,1012.7,88,0,0,0.6,2.4,4.7,1012.5,0,7.2,59.4,0,-4.6,2.5,19.8,96.4,0,0.3,0.8
92,9.11,13.3,1013.5,93,0,0,0.1,1.1,15,4.87,40,8.92,80,9.9,114,10.05,301,9.51,5.8,1013.2,96,0,0,1.8,2.3,2.2,1012.5,90,0,0,0.7,2.1,3.6,1012.2,0,1.8,61.3,0,-4.4,2.3,22.7,96.5,0,0.4,0.9
92,9.11,11.2,1013.3,93,0,0,0,1,15,4.88,40,8.91,80,9.89,113,10.03,300,9.51,6.8,1013.1,96,0,0,1.8,2.4,3.2,1012.3,91,0,0,0.7,2.1,0,1011.9,0,2.9,69.2,0,-3.4,1.6,17.6,96.4,0,0,0.5
92,9.11,5.4,1013.4,94,0,0,0.1,0.9,20,4.85,40,8.91,80,9.89,114,9.96,301,9.51,5.8,1012.9,96,0,0,1.8,2.3,4.7,1012.2,88,0,0,0.8,2.6,4,1012,0,5.8,60.4,0,-4.6,2.3,19.8,96.6,0,-0.2,0.3
92,9.11,13.7,1012.8,93,0,0,0,1,22,4.76,40,8.91,80,9.89,112,9.98,300,9.52,4,1012.6,97,0,0,1.8,2.3,4,1012.1,88,0,0,0.8,2.6,4,1011.8,0,10.8,51.1,0,-6,3.1,23.8,96.9,0,-0.1,0.3
92,9.11,20.2,1012.5,93,0,0,0,1.1,22,4.6,40,8.91,80,9.89,110,9.96,301,9.51,2.9,1012.4,97,0,0,1.8,2.3,4,1011.9,89,0,0,0.9,2.6,8.6,1011.8,0,24.5,42.6,0,-7.8,3.7,21.6,97.1,0,-0.2,0.2
92,9.11,21.2,1012.4,93,0,0,0.1,1.1,21,4.57,40,8.91,80,9.88,110,9.94,300,9.51,2.9,1012.2,97,0,0,1.8,2.3,5.4,1011.7,88,0,0,1,2.8,5,1011.7,0,20.9,38.6,0,-8.8,4,21.6,97.2,0,-0.2,0.2
92,9.1,17.3,1012.2,92,0,0,-0.1,1.1,21,4.64,40,8.91,80,9.88,109,9.92,300,9.51,3.6,1012.2,97,0,0,1.8,2.2,4.3,1011.6,90,0,0,1.2,2.6,3.2,1011.5,0,23.4,44.1,0,-7.7,3.4,20.2,97.4,0,-0.1,0.3
92,9.1,14,1012.4,92,0,0,-0.2,0.9,20,4.71,39,8.91,80,9.88,107,9.9,300,9.51,2.5,1012.1,96,0,0,1.7,2.3,5,1011.6,88,0,0,1.1,2.9,7.9,1011.3,0,21.6,47.9,0,-6.7,3.3,18,97.5,0,0.3,0.6
92,9.09,9,1012.8,93,0,0,-0.2,0.8,20,4.72,39,8.91,80,9.88,107,9.79,300,9.5,0.7,1012,96,0,0,1.6,2.1,3.2,1011.5,91,0,0,1.4,2.7,6.5,1011.4,0,9,55.2,0,-5.7,2.4,16.2,97.3,0,0.2,0.6
92,9.09,8.6,1012.7,93,0,0,-0.2,0.9,18,4.73,40,8.91,80,9.88,106,9.86,300,9.5,1.1,1012,97,0,0,1.5,1.9,3.2,1011.4,93,0,0,1.5,2.6,7.2,1011.4,0,4,63.8,0,-4.4,1.7,15.8,97.2,0,0.1,0.5
92,9.08,14,1012.5,92,0,0,-0.1,1.1,16,4.79,39,8.91,80,9.88,107,9.81,300,9.5,3.2,1011.9,98,0,0,1.5,1.8,4.7,1011.3,87,0,0,1.4,3.3,2.5,1011.2,0,2.5,49,0,-6.6,3.1,13.7,97.1,0,0,0.4
92,9.08,9,1012.7,93,0,0,-0.1,0.9,15,4.78,39,8.91,80,9.88,106,9.79,300,9.5,1.8,1012,98,0,0,1.8,2.1,4,1011.2,87,0,0,1.3,3.3,2.2,1011.2,0,5.8,49.8,0,-6.4,3,9.4,97,0,-0.3,0.1
92,9.07,10.4,1012.6,92,0,0,-0.2,1,14,4.86,40,8.91,80,9.88,107,9.79,300,9.5,3.2,1012.2,98,0,0,1.8,2.2,4,1011.2,85,0,0,1.2,3.4,0.4,1011.1,0,11.5,54.3,0,-5.8,2.5,4,97.1,0,-0.2,0.2
92,9.07,9.7,1012.7,92,0,0,-0.2,0.9,14,4.91,39,8.9,80,9.88,106,9.79,299,9.5,5,1012.2,96,0,0,1.8,2.4,3.6,1011.3,86,0,0,1.1,3.2,2.5,1011.1,0,11.5,67.3,0,-3.9,1.5,2.2,97.1,0,-0.2,0.2
92,9.06,11.9,1012.8,92,0,0,-0.2,1,14,4.92,40,8.91,80,9.88,106,9.71,299,9.49,5.8,1012.3,96,0,0,1.7,2.3,6.8,1011.1,89,0,0,1.2,2.9,2.5,1011.2,0,6.1,59.7,0,-4.9,2.1,6.1,97.2,0,-0.2,0.2
92,9.05,7.6,1013,91,0,0,-0.2,1,14,4.98,39,8.91,80,9.88,106,9.75,299,9.5,9.7,1012.5,96,0,0,1.5,2,5.8,1011.3,87,0,0,1.3,3.3,1.4,1011,0,7.9,77.8,0,-2.6,0.8,13.7,97.3,0,-0.3,0.1
92,9.04,4,1013.5,91,0,0,-0.3,1,14,5,39,8.9,80,9.88,106,9.74,300,9.5,7.9,1012.8,96,0,0,1.2,1.8,18.7,1011.5,88,0,0,2.3,4.1,3.2,1010.9,0,4,98,0,-1.7,-1.4,,,,,
92,9.04,4,1013.8,91,0,0,0,1.3,14,4.94,39,8.9,80,9.87,105,9.74,300,9.49,6.5,1013,96,0,0,1.1,1.7,20.2,1011.8,89,0,0,2.3,4,11.5,1011.2,0,3.6,100,0,-1.5,-1.5,16.2,97.5,0,-0.2,0.1
92,9.03,1.4,1013.7,92,0,0,0,1.1,14,4.99,39,8.9,80,9.87,105,9.75,299,9.49,7.9,1013.2,96,0,0,1,1.6,20.5,1012,89,0,0,2.1,3.8,16.2,1011.6,0,5.8,100,0,-1.5,-1.5,14.4,97.6,0,-0.2,0.1
92,9.03,1.4,1013.7,91,0,0,0,1.3,14,4.99,39,8.89,80,9.87,105,9.76,299,9.49,5.8,1013.2,96,0,0,1.1,1.7,21.6,1012.1,88,0,0,1.9,3.7,16.2,1012,0,6.8,100,0,-1.5,-1.5,17.6,97.7,0,-0.1,0.2
92,9.02,2.5,1014,91,0,0,0.2,1.6,14,4.96,39,8.89,80,9.87,106,9.67,300,9.49,3.6,1013.8,95,0,0,1,1.7,22,1012.2,86,0,0,1.6,3.7,13.3,1012,0,5.8,99.3,0,-1.7,-1.6,15.8,97.8,0,0,0.3
92,9.02,2.9,1014.2,91,0,0,0.3,1.7,14,5.03,40,8.89,80,9.87,104,9.77,299,9.49,1.8,1014.1,95,0,0,1.2,2,29.2,1012.9,84,0,0,1.5,3.9,13.3,1012.4,0,5.4,97.1,0,-1.8,-1.4,19.4,97.9,0,0,0.3
92,9.02,3.6,1014.5,90,0,0,0.3,1.8,14,5.06,40,8.88,80,9.87,104,9.75,299,9.49,2.9,1014.3,94,0,0,1.3,2.2,24.8,1013,83,0,0,1.4,4.1,8.3,1013,0,11.9,97.2,0,-1.8,-1.4,23.8,97.9,0,0,0.3
92,9.02,3.2,1014.9,90,0,0,0.5,1.9,14,5.05,39,8.88,80,9.86,104,9.74,299,9.49,3.2,1014.5,93,0,0,1.3,2.3,22.7,1013.2,81,0,0,1.4,4.3,8.6,1013.4,0,22.3,76.5,0,-2.9,0.8,25.2,98,0,0.1,0.4
92,9.02,2.5,1015.1,91,0,0,0.7,2,15,5.09,40,8.89,80,9.86,104,9.77,299,9.49,5,1014.8,93,0,0,1.3,2.3,23.4,1013.6,84,0,0,1.6,4.1,10.8,1013.6,0,23,92.1,0,-1.8,-0.7,23,98.1,0,0.3,0.6
92,9.03,3.2,1015.1,92,0,0,0.9,2.1,15,5.13,40,8.88,80,9.87,104,9.79,299,9.49,3.2,1015,93,0,0,1.4,2.4,23,1013.9,84,0,0,1.7,4.2,13.3,1014.1,0,24.1,96.5,0,-1.3,-0.8,21.2,98.2,0,0.4,0.7
92,9.03,2.2,1015.1,91,0,0,0.8,2.1,15,5.08,39,8.89,80,9.86,104,9.71,299,9.49,4.3,1015.1,93,0,0,1.4,2.5,14.4,1014.3,84,0,0,1.8,4.3,14,1014.3,0,25.9,68.3,0,-3.4,1.8,18,98.2,0,0.5,0.8
92,9.03,1.1,1015.4,92,0,0,0.9,2.1,15,5.16,39,8.89,80,9.87,107,9.81,299,9.49,2.9,1015.4,93,0,0,1.4,2.5,10.1,1014.9,85,0,0,2,4.3,14.4,1014.5,0,21.6,87.8,0,-1.9,-0.1,13.7,98.1,0,0.3,0.6
92,9.04,1.8,1015.5,92,0,0,1,2.2,14,5.17,39,8.88,80,9.87,110,9.78,299,9.49,4.7,1015.5,93,0,0,1.4,2.5,16.6,1015.1,85,0,0,1.9,4.2,15.5,1015,0,22.7,94,0,-1.2,-0.4,12.2,98.1,0,0.3,0.6
92,9.04,0.7,1015.5,92,0,0,1.1,2.2,15,5.17,39,8.89,80,9.87,110,9.81,299,9.48,4.3,1015.7,92,0,0,1.4,2.6,15.1,1015,85,0,0,1.9,4.2,14,1015.2,0,24.1,88.6,0,-1.6,0.1,10.8,98.2,0,0.2,0.5
92,9.04,2.2,1015.6,91,0,0,1.1,2.4,18,5.21,39,8.9,80,9.88,111,9.84,299,9.49,4.3,1015.8,93,0,0,1.7,2.7,13.7,1015.1,85,0,0,1.9,4.3,12.2,1015,0,20.5,74.6,0,-2.7,1.3,11.2,98.2,0,0.4,0.7
92,9.05,3.2,1015.7,91,0,0,1.2,2.5,21,5.18,40,8.9,80,9.88,111,9.86,298,9.49,6.5,1015.7,93,0,0,1.6,2.7,8.3,1015.2,83,0,0,1.8,4.5,10.4,1015.1,0,20.9,72,0,-2.8,1.7,8.6,98.2,0,0.5,0.8
92,9.05,3.6,1015.6,92,0.1,0,1.5,2.6,22,5.04,39,8.9,80,9.89,112,9.81,299,9.49,3.2,1015.7,92,0,0,1.8,2.9,4.3,1015.3,84,0,0,2.1,4.6,6.5,1015.2,0,21.2,74.3,0,-2.5,1.6,4,98.2,0,0.6,0.9
92,9.05,5,1015.5,93,0,0,1.5,2.6,22,5.02,39,8.91,80,9.9,113,9.88,298,9.49,3.2,1015.8,92,0,0,1.8,3,4.3,1015.2,83,0,0,2,4.7,4.3,1015.2,0,21.2,82.9,0,-1.2,1.4,0.4,98,0,0.6,0.9
92,9.06,5,1015.7,93,0.1,0,1.4,2.5,21,5.01,39,8.91,80,9.9,111,9.9,299,9.49,0.7,1015.8,91,0,0,1.6,3,5.8,1015.2,83,0,0,2.1,4.8,8.3,1015.1,0,23.4,86.1,0,-0.8,1.3,0,98,0,0.6,0.9
92,9.06,6.5,1015.7,92,0.1,0,1.3,2.5,22,5.01,39,8.92,80,9.9,111,9.88,298,9.49,2.5,1015.5,91,0,0,1.8,3.1,9,1015.2,83,0,0,2,4.6,13,1015.1,0,27,87.3,0,0.2,2.1,0,97.9,0,0.5,0.8
92,9.07,6.1,1015.7,92,0.2,0,1.4,2.6,22,5.07,39,8.92,80,9.9,110,9.95,298,9.49,1.4,1015.4,91,0,0,1.9,3.2,5.8,1015.2,83,0,0,2.1,4.8,15.1,1015.1,0,26.6,87.4,0,0.3,2.2,0,97.8,0,0.4,0.7
92,9.07,3.2,1015.6,93,0.2,0,1.5,2.6,22,5.09,39,8.92,80,9.9,112,9.96,298,9.5,2.2,1015.3,90,0,0,1.8,3.2,3.6,1015.2,82,0,0,2,4.8,14.8,1015.1,0,24.1,89.6,0,0.2,1.7,0.4,97.8,0,0.3,0.6
92,9.07,5.8,1015.5,92,0.1,0,1.6,2.7,22,5.06,39,8.93,80,9.9,111,9.91,299,9.5,2.5,1015,92,0,0,2.1,3.3,4.3,1015,82,0,0,2.1,4.9,12.6,1015,0,23.8,92.3,0,-0.6,0.5,4,97.9,0,0.3,0.6
92,9.08,6.8,1015.4,92,0.1,0,1.6,2.8,21,5.14,39,8.94,80,9.9,112,10,298,9.51,3.2,1015,91,0,0,2,3.3,4.3,1014.9,82,0,0,2.1,4.9,8.3,1014.9,0,19.8,94.2,0,-0.5,0.3,0.4,97.9,0,0.4,0.7
92,9.08,5.8,1015.4,92,0,0,2,3.1,21,5.17,39,8.93,80,9.9,111,10,298,9.51,4.7,1014.8,91,0,0,2.2,3.5,2.5,1014.9,82,0,0,2.1,5,7.6,1014.9,0,19.4,95.6,0,-0.5,0.1,2.5,97.8,0,0.6,0.9
92,9.09,5.8,1015.1,92,0.1,0,1.9,3,19,5.18,39,8.94,80,9.89,110,9.99,298,9.52,4,1014.8,91,0,0,2.2,3.6,3.2,1014.7,82,0,0,2.1,4.9,5.8,1014.8,0,19.1,97.7,0,-0.1,0.2,0.4,97.8,0,0.7,1
92,9.1,3.6,1014.8,93,0,0,2.2,3.3,18,5.24,39,8.94,80,9.89,108,10.03,298,9.52,5,1014.8,92,0,0,2.4,3.6,4.3,1014.8,82,0,0,2.1,4.9,2.5,1014.8,0,17.3,97.1,0,0,0.4,2.2,97.7,0,0.7,1
92,9.11,4.7,1014.7,92,0,0,2,3.2,18,5.26,39,8.94,80,9.89,107,10.04,298,9.53,5,1014.7,92,0,0,2.4,3.5,7.6,1014.8,85,0,0,2.4,4.8,1.1,1015,0,16.6,96.5,0,0,0.5,1.1,97.7,0,0.9,1.2
92,9.12,5,1014.9,92,0,0,2.1,3.3,18,5.25,40,8.94,80,9.89,101,9.99,298,9.54,4.3,1014.6,92,0,0,2.3,3.5,6.1,1014.8,85,0,0,2.5,4.8,1.8,1015,0,18.4,96.8,0,-0.2,0.2,0,97.6,0,0.9,1.2
92,9.13,5.8,1015,93,0,0,2.2,3.2,17,5.28,40,8.94,80,9.89,95,10.06,298,9.54,3.6,1014.5,92,0,0,2.3,3.5,3.6,1014.6,87,0,0,2.8,4.8,0,1014.8,0,17.3,96.1,0,0.1,0.6,0,97.5,0,0.8,1.2
92,9.14,4.3,1014.7,92,0,0,2.1,3.3,17,5.28,39,8.93,80,9.89,91,10.05,297,9.54,3.2,1014.4,92,0,0,2.3,3.5,6.1,1014.5,83,0,0,2.3,4.9,1.1,1014.6,0,15.5,95,0,0.2,0.9,0,97.5,0,0.8,1.2
92,9.15,4.3,1014.6,93,0,0,2.1,3.2,16,5.27,40,8.93,80,9.88,89,10.04,298,9.54,6.1,1014.3,92,0,0,2.3,3.4,3.2,1014.5,83,0,0,2.5,5.1,0.4,1014.5,0,13.3,91.6,0,0.1,1.3,4.3,97.5,0,0.6,1
92,9.17,3.6,1014.5,93,0,0,2.4,3.4,17,5.32,39,8.94,80,9.89,85,10.08,297,9.54,5,1014.2,92,0,0,2.3,3.4,4,1014.3,83,0,0,2.5,5.1,0,1014.3,0,12.2,92.5,0,-0.1,1,4.7,97.4,0,0.7,1.1
92,9.18,2.9,1014.4,93,0,0,2.2,3.2,17,5.33,39,8.93,80,9.88,84,10.09,298,9.54,4.7,1014.1,93,0,0,2.4,3.5,4.3,1014,82,0,0,2.4,5.2,1.4,1013.8,0,12.2,92.2,0,-0.2,0.9,7.6,97.4,0,0.7,1.1
92,9.19,4.7,1014.5,91,0,0,1.8,3.2,16,5.3,39,8.93,80,9.88,82,10.02,297,9.54,5.4,1014.1,93,0,0,2.4,3.5,4,1013.8,81,0,0,2.3,5.3,5.8,1013.7,0,15.8,97.1,0,-0.4,0,8.3,97.2,0,0.8,1.2
92,9.2,2.9,1014.6,91,0,0,1.9,3.2,16,5.34,39,8.94,80,9.88,80,10.08,297,9.54,5.4,1014.2,92,0,0,2.4,3.5,3.2,1013.7,81,0,0,2.3,5.3,3.6,1013.7,0,15.1,98.2,0,-0.3,-0.1,9.4,97,0,0.9,1.3
92,9.2,2.9,1014.6,92,0,0,2.1,3.3,15,5.35,39,8.93,80,9.88,82,10.08,297,9.54,6.5,1014.4,92,0,0,2.4,3.5,1.8,1013.8,80,0,0,2.2,5.4,0.4,1013.5,0,17.3,98.5,0,0,0.2,8.3,96.6,0,0.9,1.4
91,9.21,4,1014.6,91,0,0,2,3.3,15,5.34,39,8.93,80,9.88,87,10.05,297,9.53,7.2,1014.6,92,0.1,0,2.3,3.5,4.7,1013.9,80,0,0,2.3,5.4,1.4,1013.4,0,19.8,98.5,0,0,0.2,10.8,96.3,0,1.1,1.6
91,9.22,4.7,1014.6,93,0,0,2.2,3.2,15,5.38,39,8.94,79,9.87,91,10.09,297,9.54,7.2,1014.5,93,0.1,0,2.4,3.4,6.8,1013.9,82,0,0,2.5,5.4,7.9,1013.6,0,17.6,96.9,0,0.1,0.5,8.6,96.1,0,1,1.6
92,9.22,5.4,1014.8,93,0,0,2.1,3.1,15,5.41,39,8.93,79,9.87,98,10.09,297,9.54,6.8,1014.5,94,0.1,0,2.7,3.5,3.2,1013.8,84,0,0,2.8,5.3,6.8,1013.7,0,21.6,98.5,0,0.2,0.4,6.5,96,0,1.1,1.7
92,9.22,4,1014.7,93,0.1,0,2.2,3.2,16,5.38,39,8.93,79,9.87,101,10.02,297,9.54,6.5,1014.7,95,0,0,2.8,3.5,4.7,1013.8,81,0,0,2.6,5.6,1.8,1013.8,0,18,96.8,0,0.2,0.6,5,96,0,1.1,1.7
92,9.23,2.9,1014.7,91,0.1,0,1.8,3.1,16,5.41,39,8.94,79,9.86,103,10.07,297,9.54,6.8,1014.6,96,0,0,2.9,3.5,9.4,1013.8,81,0,0,2.8,5.7,1.1,1013.8,0,14,96.2,0,0.2,0.7,6.1,95.9,0,1.3,1.9
91,9.23,2.2,1014.7,91,0,0,1.7,3.1,16,5.39,39,8.93,79,9.86,104,10.01,297,9.54,7.2,1014.6,95,0.1,0,2.8,3.5,12.6,1013.8,78,0,0,2.4,5.9,1.8,1013.7,0,13.7,96.5,0,0.2,0.7,4.3,95.8,0,1.3,1.9
92,9.23,1.8,1014.7,91,0.1,0,1.8,3.2,16,5.35,39,8.93,79,9.86,106,10.01,297,9.54,7.2,1014.6,94,0,0,2.7,3.5,10.1,1013.9,81,0,0,2.8,5.9,1.4,1013.8,0,12.2,95.9,0,0.1,0.7,2.9,95.6,0,1.2,1.8
92,9.23,1.1,1014.8,91,0,0,1.9,3.2,15,5.38,39,8.93,79,9.86,105,10.04,296,9.54,4.3,1014.6,95,0,0,2.7,3.5,10.8,1014,87,0,0,3.3,5.2,6.8,1013.9,0,11.2,96.8,0,0.3,0.7,2.2,95.6,0,1.2,1.8
91,9.23,1.8,1014.7,91,0.2,0,1.9,3.2,15,5.42,39,8.92,79,9.86,103,10.07,296,9.54,4,1014.7,95,0,0,2.7,3.5,5,1014.3,87,0,0,3.2,5.2,10.8,1013.9,0,11.2,94.9,0,0.2,0.9,3.6,95.6,0,1.3,1.9
92,9.23,3.6,1014.8,92,0.1,0,2.3,3.4,15,5.41,39,8.92,79,9.86,104,10.01,296,9.54,5.4,1014.9,95,0,0,2.6,3.4,11.2,1014.5,89,0,0,3.1,4.8,14.8,1014,0,11.5,94.5,0,0,0.8,4.7,95.5,0,1.3,1.9
91,9.23,6.5,1015,93,0,0,2.5,3.5,16,5.48,39,8.92,80,9.86,105,10.1,296,9.54,5.4,1014.9,95,0,0,2.7,3.5,7.9,1014.6,90,0,0,3.1,4.6,11.9,1014,0,13.3,95.8,0,0.3,0.9,6.5,95.3,0,1.2,1.9
92,9.23,6.1,1015.1,93,0,0,2.4,3.5,17,5.45,39,8.91,79,9.86,106,10.08,296,9.54,5.4,1015.1,94,0,0,2.7,3.5,7.2,1014.6,90,0.1,0,3.1,4.6,9.7,1014.4,0,12.2,94.6,0,0.3,1.1,7.6,95.3,0,1.1,1.8
92,9.23,7.6,1015.1,92,0,0,2.3,3.5,17,5.38,39,8.9,79,9.86,107,10.05,296,9.53,5,1015,94,0,0,2.7,3.5,7.2,1014.5,91,0,0,3.1,4.5,7.6,1014.5,0,13.3,94,0,0.3,1.2,5.8,95.4,0,1.2,1.9
92,9.23,6.8,1015,94,0.1,0,2.6,3.5,16,5.39,39,8.91,79,9.86,110,10.09,296,9.54,6.5,1015,95,0.1,0,2.7,3.5,7.6,1014.4,91,0,0,3.2,4.5,3.2,1014.4,0,8.6,95.8,0,0.3,0.9,8.3,95.4,0,1.2,1.9
92,9.23,6.1,1014.9,95,0.1,0,2.6,3.4,16,5.39,39,8.9,79,9.86,113,10.1,296,9.53,6.1,1015,94,0,0,2.7,3.5,6.5,1014.3,91,0.1,0,3.2,4.6,1.4,1014.1,0,3.6,95.6,0,0.4,1,7.2,95.4,0,1.1,1.8
92,9.23,5.4,1014.8,94,0.1,0,2.5,3.4,15,5.36,39,8.9,79,9.86,115,10,296,9.53,3.2,1015,94,0.1,0,2.7,3.5,9,1014.4,91,0.1,0,3.1,4.5,2.2,1014.1,0,6.8,95.4,0,0.5,1.2,2.9,95.5,0,1.3,1.9
92,9.23,6.5,1014.9,93,0,0,2.4,3.5,15,5.43,39,8.9,79,9.86,114,10.08,295,9.53,4.7,1014.9,95,0,0,2.7,3.5,10.8,1014.3,92,0.2,0,3.2,4.3,1.1,1014.3,0,9.4,95.7,0,0.6,1.2,3.6,95.5,0,1.4,2
92,9.23,4.3,1015.1,95,0.1,0,2.7,3.4,15,5.43,39,8.89,79,9.86,115,10.07,296,9.53,3.2,1015.1,95,0,0,2.7,3.5,13.3,1014.3,93,0,0,3.3,4.3,0,1014.1,0,11.2,94.8,0,0.8,1.5,2.2,95.5,0,1.5,2.1
92,9.22,3.2,1015,95,0,0,2.6,3.4,15,5.41,39,8.89,80,9.86,116,9.98,298,9.53,2.5,1015.2,96,0,0,2.8,3.4,18.4,1014.6,93,0,0,3.1,4.2,0,1014.1,0,11.9,95.4,0,0.9,1.6,5.4,95.5,0,1.5,2.1
92,9.22,2.9,1015.4,96,0,0,2.8,3.4,17,5.4,39,8.9,79,9.86,115,10.06,299,9.53,1.8,1015.3,96,0.1,0,2.8,3.4,18.7,1014.6,92,0,0,2.9,4.1,5.4,1014.4,0,20.2,97.3,0,1,1.4,8.6,95.4,0,1.4,2.1
92,9.22,3.6,1015.4,94,0.1,0,2.6,3.5,19,5.36,39,8.89,79,9.86,116,10.05,299,9.53,1.1,1015.4,95,0,0,2.8,3.5,15.8,1014.7,91,0,0,2.8,4.1,9,1014.4,0,22,93.2,0,0.7,1.7,6.8,95.5,0,1.5,2.1
92,9.22,3.6,1015.1,96,0,0,2.8,3.4,21,5.22,39,8.88,79,9.86,114,9.97,299,9.53,0.7,1015.4,96,0.1,0,2.8,3.4,15.8,1014.7,91,0,0,2.7,4,6.1,1014.5,0,20.2,93,0,0.9,1.9,5,95.6,0,1.5,2.1
91,9.22,,,,,,,,23,5.17,39,8.89,79,9.85,,,301,9.53,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,9.22,1.4,1015,96,0,0,2.8,3.4,25,5.12,39,8.88,80,9.85,112,10.04,300,9.53,2.2,1015.2,99,0,0,3,3.2,13.7,1014.7,89,0,0,2.6,4.2,3.6,1014.7,0,17.6,94.1,0,1.2,2,7.6,95.8,0,1.6,2.2
91,9.21,1.1,1015.3,96,0.1,0,2.9,3.5,25,5.08,39,8.87,79,9.85,111,9.99,301,9.53,3.2,1015.2,99,0.2,0,3,3.1,11.2,1014.7,90,0.1,0,2.6,4.2,3.2,1014.8,0,18.4,96.9,0,1.3,1.7,7.9,95.9,0,1.6,2.2
91,9.21,4.3,1015.7,97,0,0,3.1,3.5,23,5.05,39,8.88,79,9.85,112,10.06,300,9.53,4,1015.3,99,0,0,3.1,3.2,9.7,1014.7,91,0,0,2.9,4.2,6.8,1014.8,0.1,24.8,98.4,0,1.3,1.5,6.8,96.1,0,1.6,2.2
92,9.21,1.8,1015.8,97,0.3,0,2.9,3.4,20,5.05,39,8.87,79,9.85,112,10.05,301,9.53,7.2,1015.7,98,0,0,3,3.3,5.8,1014.8,91,0,0,2.9,4.2,7.6,1014.8,0,27,96.5,0,1.1,1.6,6.1,96.1,0,1.6,2.2
91,9.21,2.2,1015.3,97,0.2,0,3,3.4,18,5.05,39,8.87,79,9.85,114,9.99,301,9.53,5.4,1015.8,96,0,0,2.9,3.5,5.4,1015,92,0,0,3,4.1,5,1014.9,0,13.3,94.6,0,0.9,1.7,5.4,96.3,0,1.7,2.2
92,9.2,3.6,1015.7,97,0,0,3.1,3.5,17,5.13,39,8.87,79,9.85,119,10.08,302,9.53,4,1015.4,96,0,0,2.9,3.5,6.5,1014.9,91,0,0,2.8,4.1,4.7,1015,0,16.6,95.4,0,1,1.7,4,96.4,0,1.7,2.2
